"Id_Establecimiento","Nombre_Establecimiento","Ubigueo_Establecimiento","Codigo_Disa","Disa","Codigo_Red","Red","Codigo_MicroRed","MicroRed","Codigo_Unico","Codigo_Sector","Descripcion_Sector","Departamento","Provincia","Distrito"
9336,DENTAL DAVILA,150117,,,,,,,9013,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
9337,MARIA FLORINADA ABANTO FLORIAN,70101,,,,,,,8623,10,PRIVADO,CALLAO,CALLAO,CALLAO
9338,SONIA CABEZAS CHIPANA,70101,,,,,,,8625,10,PRIVADO,CALLAO,CALLAO,CALLAO
9339,ASOCIACION SIVIL VOLVER A LA VIDA,150118,,,,,,,8626,10,PRIVADO,LIMA,LIMA,LURIGANCHO (CHOSICA)
9340,ASOCIACION VOLVER A LA VIDA,150118,,,,,,,8628,10,PRIVADO,LIMA,LIMA,LURIGANCHO (CHOSICA)
9341,DULCE CONCEBIR,150135,,,,,,,8843,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9343,CENTRO MEDICO SANTA ADELA SAC,150136,,,,,,,9167,10,PRIVADO,LIMA,LIMA,SAN MIGUEL
9344,SUASNABAR RAMOS CESAR EDUARDO,150111,,,,,,,8630,10,PRIVADO,LIMA,LIMA,EL AGUSTINO
9347,"42081363",150114,,,,,,,8633,10,PRIVADO,LIMA,LIMA,LA MOLINA
9348,"SERVICIOS MEDICOS ""SEÑOR DE NAZARENO"" S.A.C.",150130,,,,,,,9538,10,PRIVADO,LIMA,LIMA,SAN BORJA
9349,MEDIC ODONTO HOUSE,150136,,,,,,,8934,10,PRIVADO,LIMA,LIMA,SAN MIGUEL
9350,DENTAL FRESH,150134,,,,,,,9025,10,PRIVADO,LIMA,LIMA,SAN LUIS
9351,POSTA MÉDICA SAN PEDRO DE LLOC,130701,,,,,,,12097,2,ESSALUD,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC
9353,MEGASALUD E.I.R.L,150103,,,,,,,8636,10,PRIVADO,LIMA,LIMA,ATE
9355,CONSULTORIO,40101,,,,,,,8638,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9356,CONSULTORIO,40101,,,,,,,8641,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9357,CONSULTORIO,40101,,,,,,,8642,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9358,CONSULTORIO,40101,,,,,,,8643,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9360,CONSULTORIO,40101,,,,,,,8644,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9361,CONSULTORIO,40101,,,,,,,8645,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9362,CONSULTORIO,40101,,,,,,,8646,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9363,CONSULTORIO MEDICO DE GINECOLOGIA Y OBSTETRICIA,40126,,,,,,,8647,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9364,AGC INVERSIONES SOCIEDAD ANONIMA CERRADA,150103,,,,,,,8649,10,PRIVADO,LIMA,LIMA,ATE
9366,VELASQUEZ ALEMAN ROSA MARINA,150114,,,,,,,8651,10,PRIVADO,LIMA,LIMA,LA MOLINA
9367,GARNICA FERNANDEZ JOSE ANTONIO,150132,,,,,,,8657,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9369,CABRERA CAMPOS VICTOR ANTONIO,150132,,,,,,,8661,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9370,VILCHEZ ISLA MIGUEL ANGEL,150115,,,,,,,8935,10,PRIVADO,LIMA,LIMA,LA VICTORIA
9371,HOSPITAL I MIGUEL CRUZADO VERA - PAITA,200501,,,,,,,11763,2,ESSALUD,PIURA,PAITA,PAITA
9373,ALARCON LOAYZA URSULA FIORELA,150107,,,,,,,8680,10,PRIVADO,LIMA,LIMA,CHACLACAYO
9375,BRAGA HERRAN XIMENA LUCIA,150130,,,,,,,8800,10,PRIVADO,LIMA,LIMA,SAN BORJA
9379,"VIRU ESSALUD ""VICTOR SOLES GARCIA""",131201,,,,,,,11702,2,ESSALUD,LA LIBERTAD,VIRU,VIRU
9385,POLICLINICO PNP CAJAMARCA,60101,,,,,,,9296,5,SANIDAD DE LA POLICIA NACIONAL DEL PERU,CAJAMARCA,CAJAMARCA,CAJAMARCA
9387,APOLINARIO GIRON HUGO RAUL,150132,,,,,,,8683,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9388,MOYA REINAGA HUGO DANIEL,150132,,,,,,,8684,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9389,SAN ANTONIO ALTO - CENTRO,60701,7,CAJAMARCA,11,BAMBAMARCA,4,SAN ANTONIO,8802,7,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA
9390,VILCASIT,60417,7,CAJAMARCA,10,CHOTA,9,TACABAMBA,8803,7,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,TACABAMBA
9392,SALAS OJEDA MARIA ISABEL,150132,,,,,,,8687,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9393,DANCOURT ECHEGARAY CHRISTIAN ISTVAN,150109,,,,,,,8688,10,PRIVADO,LIMA,LIMA,CIENEGUILLA
9394,ASTUVILCA ORE MELISSA LAURA,150132,,,,,,,8689,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9395,VARGAS ROSALES ANTONIA IRENE,150103,,,,,,,8690,10,PRIVADO,LIMA,LIMA,ATE
9396,CARBAJAL NAVARRO DORIS ZULMA,150132,,,,,,,8691,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9398,INSTITUTO DE CRIOPRESERVACION Y TERAPIA CELULAR S.A.C.,150122,,,,,,,9334,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9400,HINOJOSA APAZA MIRIAM DEL CARMEN,150132,,,,,,,8694,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9402,VALLE ESTEBAN MADELEINE,150132,,,,,,,8696,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9403,ARIAS AMARO YESENIA MARTHA,150103,,,,,,,8697,10,PRIVADO,LIMA,LIMA,ATE
9404,CENTRO DE DIALISIS CALLAO SAC,70102,,,,,,,8698,10,PRIVADO,CALLAO,CALLAO,BELLAVISTA
9405,JURADO RODRIGUEZ JORGE LUIS,150137,,,,,,,8699,10,PRIVADO,LIMA,LIMA,SANTA ANITA
9406,IMPLANTODONT,150122,,,,,,,10059,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9407,CORILLA TORRES LUCY,150132,,,,,,,8700,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9408,CENTRO MEDICO LEONCIO PRADO - AMBO,100201,,,,,,,9957,2,ESSALUD,HUANUCO,AMBO,AMBO
9409,SOLANO MORALES DE SEVILLA ANGELA FLORENCIA,150137,,,,,,,8701,10,PRIVADO,LIMA,LIMA,SANTA ANITA
9411,CENTRO DE ATENCION PRIMARIA I SANTIAGO DE CAO,130207,,,,,,,12114,2,ESSALUD,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO
9414,MADRE TERESA,150132,,,,,,,8703,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9415,ODAM ODONTOLOGIA,150122,,,,,,,8834,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9418,CONSULTORIO EXCEL MEDIC,150103,,,,,,,8705,10,PRIVADO,LIMA,LIMA,ATE
9419,POLICLINICO SOCIAL PADRE FRANCISCO DEL CASTILLO,150133,,,,,,,9991,10,PRIVADO,LIMA,LIMA,SAN JUAN DE MIRAFLORES
9420,BRASIL DENTAL SALUD,150134,,,,,,,9230,10,PRIVADO,LIMA,LIMA,SAN LUIS
9421,CONSULTORIO MEDICO Y DE OTROS PROFESIONALES DE LA SALUD,150122,,,,,,,9011,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9423,SOFIA JANETT REVILLA CERVANTES,150117,,,,,,,9022,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
9424,SARDENT,150117,,,,,,,9165,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
9425,PON CHOY SIU LEN ISABEL,150135,,,,,,,8958,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9427,POSTA MEDICA UCHIZA,221005,,,,,,,10704,2,ESSALUD,SAN MARTIN,TOCACHE,UCHIZA
9428,POSTA MEDICA AUCAYACU,100604,,,,,,,9951,2,ESSALUD,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO
9430,CENTRO DE ESPECIALIDADES MEDICAS OBSTETRICAS SAGRADA FAMILIA E.I.R.L,150132,,,,,,,8712,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9432,POLICLÍNICO PARROQUIAL SAN LUIS MARIA DE MONTFORT,150103,,,,,,,8714,10,PRIVADO,LIMA,LIMA,ATE
9437,POLICLINICO MEDICAL MED,150103,,,,,,,8716,10,PRIVADO,LIMA,LIMA,ATE
9439,HEREDIA GARRIDO ELENA ZORAIDA,150118,,,,,,,8718,10,PRIVADO,LIMA,LIMA,LURIGANCHO (CHOSICA)
9440,CONSULTORIO MEDICO DE MEDICINA INTERNA Y HEMATOLOGIA,40126,,,,,,,8719,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9441,CONSULTORIO,40101,,,,,,,8721,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9442,CONSULTORIO,40101,,,,,,,8722,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9443,RESOCENTRO,150122,,,,,,,8890,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9444,CONSULTORIO,40126,,,,,,,8723,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9445,POBLACIÓN EN GENERAL,40103,,,,,,,8724,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9446,CONSULTORIO,40103,,,,,,,8725,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9448,PACIFICO LIMA NORTE  SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA GUARDIANES DE TU SALUD,150110,,,,,,,9212,10,PRIVADO,LIMA,LIMA,COMAS
9449,CONSULTORIO,40101,,,,,,,8726,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9450,CONSULTORIO,40101,,,,,,,8727,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9451,CONSULTORIO MÉDICO,40101,,,,,,,8728,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9452,PARROQUIA LOS SANTOS ARCANGELES,150135,,,,,,,8984,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9453,RODRIGUEZ CAMAC EDGAR GENARO,150103,,,,,,,8733,10,PRIVADO,LIMA,LIMA,ATE
9454,CONSULTORIOS MEDICOS BELEN DE NAZARETH,150132,,,,,,,8734,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9455,ROMERO & ASOCIADOS S.A.C.,150131,,,,,,,8933,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9457,SANCHEZ INGA TELMO,150111,,,,,,,8738,10,PRIVADO,LIMA,LIMA,EL AGUSTINO
9458,CLINICA GOOD HOPE,150122,,,,,,,8746,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9460,MUÑOZ SALAZAR HOOVER WILLIAM,150132,,,,,,,8740,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9462,POSTA DE SALUD CASCAS,131101,,,,,,,12104,2,ESSALUD,LA LIBERTAD,GRAN CHIMU,CASCAS
9464,POSTA MEDICA CARTAVIO,130207,,,,,,,12113,2,ESSALUD,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO
9465,CONSULTORIO,40101,,,,,,,8742,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9466,CONSULTORIO,40103,,,,,,,8743,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9467,CONSULTORIO,40101,,,,,,,8744,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9468,CONSULTORIO,40101,,,,,,,8745,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9469,CONSULTORIO DENTAL CLIDENT,150140,,,,,,,9584,10,PRIVADO,LIMA,LIMA,SANTIAGO DE SURCO
9470,CENTRO MEDICO OBSTETRICO CAMPOVERDE S.A.C,150135,,,,,,,9024,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9473,SAGRADO CORAZON DE JESUS,150119,,,,,,,9586,10,PRIVADO,LIMA,LIMA,LURIN
9475,CENTRO MEDICO SAN MARTIN DE PORRES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,211101,,,,,,,8846,10,PRIVADO,PUNO,SAN ROMAN,JULIACA
9476,MEDICINA AVANZADA S.A.,150113,,,,,,,9620,10,PRIVADO,LIMA,LIMA,JESUS MARIA
9477,LAB PERU LABORATORIOS PERUANOS S.A.,150105,,,,,,,9109,10,PRIVADO,LIMA,LIMA,BREÑA
9478,SANTA MARIA,150135,,,,,,,9178,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9479,PIZZARRO ANDAHUA JUAN ANGELO,150132,,,,,,,8752,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9482,CENTRO MEDICO SOLIDARIO ESPERANZA SAC,150114,,,,,,,8755,10,PRIVADO,LIMA,LIMA,LA MOLINA
9483,CONSULTORIO,40101,,,,,,,8756,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9484,CONSULTORIO MEDICO DE GASTROENTEROLOGIA,40101,,,,,,,8757,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9485,CONSULTORIO,40101,,,,,,,8758,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9486,CONSULTORIO,40101,,,,,,,8759,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9487,CONSULTORIO,40101,,,,,,,8760,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9488,CONSULTORIO,40101,,,,,,,8761,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9489,CONSULTORIO,40101,,,,,,,8762,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9490,CONSULTORIO,40103,,,,,,,8763,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9491,CONSULTORIO,40101,,,,,,,8764,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9492,CONSULTORIO,40126,,,,,,,8765,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9493,CONSULTORIO,40101,,,,,,,8766,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9494,CONSULTORIO,40101,,,,,,,8767,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9495,CONSULTORIO,40101,,,,,,,8768,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9496,CONSULTORIO,40101,,,,,,,8769,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9497,CONSULTORIO,40101,,,,,,,8770,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9498,"CENTRO ODONTOLOGICO  ""SONRISAS""",120101,,,,,,,8859,10,PRIVADO,JUNIN,HUANCAYO,HUANCAYO
9499,CONSULTORIO,40101,,,,,,,8771,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9500,CONSULTORIO MÉDICO,40126,,,,,,,8772,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9501,CONSULTORIO,40103,,,,,,,8773,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9502,CONSULTORIO,40126,,,,,,,8774,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9503,CONSULTORIO,40101,,,,,,,8775,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9504,CONSULTORIO,40126,,,,,,,8776,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9505,CONSULTORIO,40126,,,,,,,8777,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9506,CONSULTORIO,40103,,,,,,,8778,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9507,CONSULTORIO,40126,,,,,,,8779,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9508,CONSULTORIO,40103,,,,,,,8780,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9509,CONSULTORIO,40126,,,,,,,8781,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9510,CONSULTORIO,40101,,,,,,,8782,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9511,CONSULTORIO,40101,,,,,,,8783,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9512,CONSULTORIO,40101,,,,,,,8784,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9513,CONSULTORIO,40103,,,,,,,8785,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9514,D´LARUSS,150136,,,,,,,9362,10,PRIVADO,LIMA,LIMA,SAN MIGUEL
9515,CONSULTORIO OBSTETRICO,150116,,,,,,,8936,10,PRIVADO,LIMA,LIMA,LINCE
9516,GLADYS YSABEL LOPEZ OSORIO,70101,,,,,,,8787,10,PRIVADO,CALLAO,CALLAO,CALLAO
9517,SISOL JUAN PABLO II,150132,,,,,,,8788,8,GOBIERNO PROVINCIAL,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9518,SISOL TRABAJADORES HOSPITAL DEL NIÑO,150132,,,,,,,8789,8,GOBIERNO PROVINCIAL,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9522,CLINICA DE EMERGENCIAS WIESSE SOCIEDAD ANONIMA CERRADA,150132,,,,,,,8792,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9523,CENTRO MEDICO MARIA DE LOS ANGELES EIRL.,211101,,,,,,,8847,10,PRIVADO,PUNO,SAN ROMAN,JULIACA
9524,POLICLINICO CESMYN,150110,,,,,,,9258,10,PRIVADO,LIMA,LIMA,COMAS
9525,INSTITUTO MEDICO DE CIENCIAS OPTICAS OFTALMICAS S.A.C -IMCOOF S.A.C,150111,,,,,,,8795,10,PRIVADO,LIMA,LIMA,EL AGUSTINO
9526,INSTITUTO MEDICO DE CIENCIAS OPTICAS OFTALMICAS S.A.C,150111,,,,,,,8796,10,PRIVADO,LIMA,LIMA,EL AGUSTINO
9527,CLASS ONE DENTAL CENTER,150132,,,,,,,8797,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9528,CENTRO DE DIALISIS SAN FERNANDO S.A.C.,150140,,,,,,,9829,10,PRIVADO,LIMA,LIMA,SANTIAGO DE SURCO
9529,CENTRO ODONTOLOGICO INTEGRAL SAC,20101,,,,,,,8886,10,PRIVADO,ANCASH,HUARAZ,HUARAZ
9530,POST MEDICA PAIJAN,130205,,,,,,,12107,2,ESSALUD,LA LIBERTAD,ASCOPE,PAIJAN
9532,BRIONES SALAZAR ROSARIO BETZABET,150132,,,,,,,8801,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9533,POSTA DE SALUD CHICAMA,130202,,,,,,,9277,2,ESSALUD,LA LIBERTAD,ASCOPE,CHICAMA
9535,CENTRO RADIOLOGICO DE DIAGNOSTICO POR IMAGEN DIGITAL H & M E.I.R.L.,20101,,,,,,,8884,10,PRIVADO,ANCASH,HUARAZ,HUARAZ
9537,POSTA DE SALUD  MALABRIGO,130206,,,,,,,12116,2,ESSALUD,LA LIBERTAD,ASCOPE,RAZURI
9538,SUPERATE CENTRO DE ATENCION PSICOLOGICA,150113,,,,,,,9014,10,PRIVADO,LIMA,LIMA,JESUS MARIA
9539,MEDICAL HOPE S.A.C,150132,,,,,,,8806,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9540,RAUL HUAMAN FERNANDEZ,150134,,,,,,,8877,10,PRIVADO,LIMA,LIMA,SAN LUIS
9541,CIRUDERM AESTHETIC CENTER SPA S.A.C.,150141,,,,,,,9271,10,PRIVADO,LIMA,LIMA,SURQUILLO
9542,SERVICIO DE SANIDA-COLEGIO MILITAR LEONCIO PRADO,70104,,,,,,,8807,3,SANIDAD DEL EJERCITO,CALLAO,CALLAO,LA PERLA
9543,ENFERMERÍA DE LA AVIACIÓN DEL EJERCITO,70101,,,,,,,8808,3,SANIDAD DEL EJERCITO,CALLAO,CALLAO,CALLAO
9544,CONSULTORIOS MEDICOS,150134,,,,,,,9330,10,PRIVADO,LIMA,LIMA,SAN LUIS
9545,CENTRO DE ATENCION PRIMARIA I SALAVERRY,130109,,,,,,,12103,2,ESSALUD,LA LIBERTAD,TRUJILLO,SALAVERRY
9546,POSTA MEDICA SAUSAL,130202,,,,,,,12115,2,ESSALUD,LA LIBERTAD,ASCOPE,CHICAMA
9547,POLICLINICO VICTOR LARCO HERRERA,130111,,,,,,,11659,2,ESSALUD,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA
9548,CONSULTORIO MEDICO,150135,,,,,,,8973,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9549,POSTA MEDICA ATICO,40303,,,,,,,12197,2,ESSALUD,AREQUIPA,CARAVELI,ATICO
9551,POSTA MEDICA CARAVELI,40301,,,,,,,12196,2,ESSALUD,AREQUIPA,CARAVELI,CARAVELI
9552,POSTA MEDICA ACARI,40302,,,,,,,12195,2,ESSALUD,AREQUIPA,CARAVELI,ACARI
9553,POSTA MEDICA CHALA,40307,,,,,,,12198,2,ESSALUD,AREQUIPA,CARAVELI,CHALA
9554,POSTA MEDICA MATARANI,40704,,,,,,,12192,2,ESSALUD,AREQUIPA,ISLAY,ISLAY
9555,POLICLINICO METROPOLITANO ESSALUD,40101,,,,,,,13297,2,ESSALUD,AREQUIPA,AREQUIPA,AREQUIPA
9557,CONSULTORIO MEDICO,150117,,,,,,,9018,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
9558,HOSPITAL I EDMUNDO ESCOMEL,40112,,,,,,,13296,2,ESSALUD,AREQUIPA,AREQUIPA,PAUCARPATA
9559,CACERES ANDRADE FELIPE SANTIAGO,40101,,,,,,,8809,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9560,CHAVEZ LEON DORCAS,150137,,,,,,,8810,10,PRIVADO,LIMA,LIMA,SANTA ANITA
9561,HOSPITAL I SAMUEL PASTOR DE CAMANA ESSALUD,40208,,,,,,,11009,2,ESSALUD,AREQUIPA,CAMANA,SAMUEL PASTOR
9562,CAP III MELITON SALAS TEJADA,40122,,,,,,,13298,2,ESSALUD,AREQUIPA,AREQUIPA,SOCABAYA
9563,CENTRO MEDICO CORDOBA E.I.R.L.,210101,,,,,,,8918,10,PRIVADO,PUNO,PUNO,PUNO
9564,CENTRO DE SALUD LAREDO,130106,,,,,,,9142,2,ESSALUD,LA LIBERTAD,TRUJILLO,LAREDO
9565,TALENT CONSULTING EIRL,150130,,,,,,,9020,10,PRIVADO,LIMA,LIMA,SAN BORJA
9566,POLICLINICO VILLA MARÍA,150143,,,,,,,9987,2,ESSALUD,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
9567,CAP II HUNTER,40107,,,,,,,13309,2,ESSALUD,AREQUIPA,AREQUIPA,JACOBO HUNTER
9573,"CENTRO MEDICO ""DANIEL ALCIDES CARRION""",140106,,,,,,,9126,10,PRIVADO,LAMBAYEQUE,CHICLAYO,LA VICTORIA
9574,CONSULTORIO DE GASTROENTEROLOGÍA,40126,,,,,,,8813,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9575,POSTA MEDICA COCACHACRA,40702,,,,,,,12193,2,ESSALUD,AREQUIPA,ISLAY,COCACHACRA
9576,CONSULTORIO DE CARDIOLOGÍA,40101,,,,,,,8814,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9577,CONSULTORIO DE CARDIOLOGÍA,40129,,,,,,,8815,10,PRIVADO,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
9578,CLINICA ORTEGA,120101,,,,,,,8858,10,PRIVADO,JUNIN,HUANCAYO,HUANCAYO
9579,CONSULTORIO,40103,,,,,,,8816,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9580,CONSULTORIO,40104,,,,,,,8817,10,PRIVADO,AREQUIPA,AREQUIPA,CERRO COLORADO
9581,CONSULTORIO DE GINECOLOGÍA Y OBSTETRICIA,40101,,,,,,,8818,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9582,LABORATORIO MANCHEGO S.A.C.,40101,,,,,,,8819,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9583,ECOSONO S.A.C.,150131,,,,,,,8960,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9584,MARCCECCA,30701,3,APURIMAC,2,GRAU,2,CHUQUIBAMBILLA,8820,7,GOBIERNO REGIONAL,APURIMAC,GRAU,CHUQUIBAMBILLA
9585,OCRABAMBA,30107,3,APURIMAC,1,ABANCAY,1,CENTENARIO,8821,7,GOBIERNO REGIONAL,APURIMAC,ABANCAY,PICHIRHUA
9586,CCOYA,30105,3,APURIMAC,1,ABANCAY,4,MICAELA BASTIDAS,8822,7,GOBIERNO REGIONAL,APURIMAC,ABANCAY,HUANIPACA
9587,ANCHICHA,30102,3,APURIMAC,1,ABANCAY,1,CENTENARIO,8823,7,GOBIERNO REGIONAL,APURIMAC,ABANCAY,CHACOCHE
9588,ATUMPATA,30101,3,APURIMAC,1,ABANCAY,4,MICAELA BASTIDAS,8824,7,GOBIERNO REGIONAL,APURIMAC,ABANCAY,ABANCAY
9589,OCCARALLA,30412,3,APURIMAC,7,AYMARAES,1,CHALHUANCA,8825,7,GOBIERNO REGIONAL,APURIMAC,AYMARAES,SAÑAYCA
9590,IZCAHUACA,30406,3,APURIMAC,7,AYMARAES,1,CHALHUANCA,8826,7,GOBIERNO REGIONAL,APURIMAC,AYMARAES,COTARUSE
9591,HUMAHUIRE,30501,3,APURIMAC,8,COTABAMBAS,2,TAMBOBAMBA,8827,7,GOBIERNO REGIONAL,APURIMAC,COTABAMBAS,TAMBOBAMBA
9592,CENTRO DE SALUD CON INTERNAMIENTO EL PORVENIR,130102,,,,,,,9041,2,ESSALUD,LA LIBERTAD,TRUJILLO,EL PORVENIR
9593,SAN MARTIN,30101,3,APURIMAC,1,ABANCAY,1,CENTENARIO,8828,7,GOBIERNO REGIONAL,APURIMAC,ABANCAY,ABANCAY
9594,POSTA MEDICA SANTA LUCIA,221005,,,,,,,10702,2,ESSALUD,SAN MARTIN,TOCACHE,UCHIZA
9595,CLINICA ESPECIALIZADA IMAGEN DENTAL S.R.L.,140101,,,,,,,9125,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
9596,LANDERS VASQUEZ RICHARD FRED,150132,,,,,,,8829,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9597,CASCARILLA,60601,7,CAJAMARCA,13,CUTERVO,4,NARANJITO DE CAMSE,8922,7,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO
9598,MUJER S.A.C.,150113,,,,,,,9182,10,PRIVADO,LIMA,LIMA,JESUS MARIA
9602,LA LLICA,60601,7,CAJAMARCA,13,CUTERVO,8,SALOMON VILCHEZ MURGA,8925,7,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO
