"Codigo_Item","Descripcion_Item"
63087.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, ABORDAJE TORACOLUMBAR COMBINADO CON DESCOMPRESIÓN DE MÉDULA, COLA DE CABALLO O RAÍCES NEURALES, NIVEL TORÁCICO BAJO O LUMBAR; SEGMENTO ÚNICO"
63088.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, ABORDAJE TORACOLUMBAR COMBINADO CON DESCOMPRESIÓN DE MÉDULA, COLA DE CABALLO Y/O RAÍCES NEURALES, NIVEL TORÁCICO BAJO O LUMBAR; CADA SEGMENTO ADICIONAL (REGISTRAR POR SEPARADO ADICI"
63090.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, ABORDAJE TRANSPERITONEAL O RETROPERITONEAL CON DESCOMPRESIÓN DE MÉDULA, COLA DE CABALLO Y/O RAÍCES NEURALES, NIVEL TORÁCICO, LUMBAR O SACRO; SEGMENTO ÚNICO"
63091.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL), PARCIAL O COMPLETA, ABORDAJE TRANSPERITONEAL O RETROPERITONEAL CON DESCOMPRESIÓN DE MÉDULA, COLA DE CABALLO Y/O RAÍCES NEURALES; NIVEL TORÁCICO BAJO, LUMBAR O SACRO; CADA SEGMENTO ADICIONAL (REGISTRAR"
63100.0,EXCERESIS DE TUMOR VERTEBROMEDULAR
63101.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL), PARCIAL O COMPLETA, ABORDAJE LATERAL EXTRACAVITARIO CON DESCOMPRESIÓN DE MÉDULA Y/O RAÍCES NEURALES (P. EJ. POR TUMOR O FRAGMENTOS ÓSEOS RETROTRAIDOS); TORÁCICO, SEGMENTO ÚNICO"
63102.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL), PARCIAL O COMPLETA, ABORDAJE LATERAL EXTRACAVITARIO CON DESCOMPRESIÓN DE MÉDULA Y/O RAÍCES NEURALES (P. EJ. POR TUMOR O FRAGMENTOS ÓSEOS RETROTRAIDOS); LUMBAR, SEGMENTO ÚNICO"
63103.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL), PARCIAL O COMPLETA, ABORDAJE LATERAL EXTRACAVITARIO CON DESCOMPRESIÓN DE MÉDULA Y/O RAÍCES NEURALES (P. EJ. POR TUMOR O FRAGMENTOS ÓSEOS RETROTRAIDOS); TORÁCICO O LUMBAR ADICIONAL, CADA SEGMENTO ADICI"
63170.0,"LAMINECTOMÍA CON MIELOTOMÍA (P. EJ. TIPO BISCHOF O DREZ), CERVICAL, TORÁCICO O TORACOLUMBAR"
63172.0,LAMINECTOMÍA CON DRENAJE DE QUISTE O CAVIDAD SIRINGOMIÉLICA INTRAMEDULAR; HACIA EL ESPACIO SUBARACNOIDEO
63173.0,LAMINECTOMÍA CON DRENAJE DE QUISTE O CAVIDAD SIRINGOMIÉLICA INTRAMEDULAR; HACIA EL ESPACIO PERITONEAL O PLEURAL
63180.0,"LAMINECTOMÍA Y SECCIÓN DE LIGAMENTOS DENTADOS, CON O SIN INJERTO DURAL, DE UNO O DOS SEGMENTOS A NIVEL CERVICAL"
63182.0,"LAMINECTOMÍA Y SECCIÓN DE LIGAMENTOS DENTADOS, CON O SIN INJERTO DURAL, DE MÁS DE DOS SEGMENTOS A NIVEL CERVICAL"
63185.0,"LAMINECTOMÍA CON RIZOTOMÍA, UNO O DOS SEGMENTOS"
63190.0,"LAMINECTOMÍA CON RIZOTOMÍA, MÁS DE DOS SEGMENTOS"
63191.0,LAMINECTOMÍA CON SECCIÓN DE NERVIO ACCESORIO ESPINAL
63194.0,"LAMINECTOMÍA CON CORDOTOMÍA, CON SECCIÓN DE UN HAZ ESPINOTALÁMICO, EN UNA ETAPA, A NIVEL CERVICAL"
63195.0,"LAMINECTOMÍA CON CORDOTOMÍA, CON SECCIÓN DE UN HAZ ESPINOTALÁMICO, EN UNA ETAPA, A NIVEL TORÁCICO"
63196.0,"LAMINECTOMÍA CON CORDOTOMÍA, CON SECCIÓN DE AMBOS HACES ESPINOTALÁMICOS, EN UNA ETAPA, A NIVEL CERVICAL"
63197.0,"LAMINECTOMÍA CON CORDOTOMÍA, CON SECCIÓN DE AMBOS HACES ESPINOTALÁMICOS, EN UNA ETAPA, A NIVEL TORÁCICO"
63198.0,"LAMINECTOMÍA CON CORDOTOMÍA, CON SECCIÓN DE AMBOS HACES ESPINOTALÁMICOS, EN 2 ETAPAS DENTRO DE 14 DÍAS, A NIVEL CERVICAL"
63199.0,"LAMINECTOMÍA CON CORDOTOMÍA, CON SECCIÓN DE AMBOS HACES ESPINOTALÁMICOS, EN 2 ETAPAS DENTRO DE 14 DÍAS, A NIVEL TORÁCICO"
63200.0,"LAMINECTOMÍA, CON LIBERACIÓN DE MÉDULA ESPINAL AMARRADA, LUMBAR"
63250.0,LAMINECTOMÍA PARA ESCICIÓN U OCLUSIÓN DE MALFORMACIÓN ARTERIOVENOSA DE LA MÉDULA ESPINAL; CERVICAL
63251.0,LAMINECTOMÍA PARA ESCICIÓN U OCLUSIÓN DE MALFORMACIÓN ARTERIOVENOSA DE LA MÉDULA ESPINAL; TORÁCICA
63252.0,LAMINECTOMÍA PARA ESCICIÓN U OCLUSIÓN DE MALFORMACIÓN ARTERIOVENOSA DE LA MÉDULA ESPINAL; TORACOLUMBAR
63253.0,LIBERACION DE ADHERENCIAS PERIDURALES
63265.0,"LAMINECTOMÍA PARA ESCICIÓN O EVACUACIÓN DE LESIÓN INTRAESPINAL QUE NO SEA NEOPLASIA, EXTRADURAL, A NIVEL CERVICAL"
63266.0,"LAMINECTOMÍA PARA ESCICIÓN O EVACUACIÓN DE LESIÓN INTRAESPINAL QUE NO SEA NEOPLASIA, EXTRADURAL, A NIVEL TORÁCICO"
63267.0,"LAMINECTOMÍA PARA ESCICIÓN O EVACUACIÓN DE LESIÓN INTRAESPINAL QUE NO SEA NEOPLASIA, EXTRADURAL, A NIVEL LUMBAR"
63268.0,"LAMINECTOMÍA PARA ESCICIÓN O EVACUACIÓN DE LESIÓN INTRAESPINAL QUE NO SEA NEOPLASIA, EXTRADURAL, A NIVEL SACRO"
63270.0,"LAMINECTOMÍA PARA ESCICIÓN O EVACUACIÓN DE LESIÓN INTRAESPINAL QUE NO SEA NEOPLASIA, INTRADURAL, A NIVEL CERVICAL"
63271.0,"LAMINECTOMÍA PARA ESCICIÓN O EVACUACIÓN DE LESIÓN INTRAESPINAL QUE NO SEA NEOPLASIA, INTRADURAL, A NIVEL TORÁCICO"
63272.0,"LAMINECTOMÍA PARA ESCICIÓN O EVACUACIÓN DE LESIÓN INTRAESPINAL QUE NO SEA NEOPLASIA, INTRADURAL, A NIVEL LUMBAR"
63273.0,"LAMINECTOMÍA PARA ESCICIÓN O EVACUACIÓN DE LESIÓN INTRAESPINAL QUE NO SEA NEOPLASIA, INTRADURAL, A NIVEL SACRO"
63275.0,LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; EXTRADURAL CERVICAL
63276.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; EXTRADURAL, TORÁCICO"
63277.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; EXTRADURAL, LUMBAR"
63278.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; EXTRADURAL, SACRO"
63280.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; INTRADURAL, EXTRAMEDULAR, CERVICAL"
63281.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; INTRADURAL, EXTRAMEDULAR, A NIVEL TORÁCICA"
63282.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; INTRADURAL, EXTRAMEDULAR, A NIVEL LUMBAR"
63283.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; INTRADURAL, A NIVEL SACRO"
63285.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; INTRADURAL, INTRAMEDULAR, A NIVEL CERVICAL"
63286.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; INTRADURAL, INTRAMEDULAR, A NIVEL TORÁCICO"
63287.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; INTRADURAL, INTRAMEDULAR, TORACOLUMBAR"
63290.0,"LAMINECTOMÍA PARA BIOPSIA/ESCICIÓN DE NEOPLASIA INTRAESPINAL; COMBINACIÓN DE LESIÓN EXTRADURAL-INTRADURAL, CUALQUIER NIVEL"
63295.0,"RECONSTRUCCIÓN OSTEOPLASTICA DE LOS ELEMENTOS DE LA MEDULA ESPINAL, DESPUES DE UN PROCEDIMIENTO INTRAESPINAL PRIMARIO (REGISTRAR POR SEPARADO ADICIONALMENTE AL PROCEDIMIENTO PRIMARIO)"
63300.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, PARA ESCICIÓN DE LESIÓN INTRAESPINAL, SEGMENTO ÚNICO; EXTRADURAL, CERVICAL"
63301.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, PARA ESCICIÓN DE LESIÓN INTRAESPINAL, SEGMENTO ÚNICO; EXTRADURAL, TORÁCICO MEDIANTE ABORDAJE TRANSTORÁCICO"
63302.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, PARA ESCICIÓN DE LESIÓN INTRAESPINAL, SEGMENTO ÚNICO; EXTRADURAL, TORÁCICO MEDIANTE ABORDAJE TORACOLUMBAR"
63303.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, PARA ESCICIÓN DE LESIÓN INTRAESPINAL, SEGMENTO ÚNICO; EXTRADURAL, LUMBAR O SACRO MEDIANTE ABORDAJE TRANSPERITONEAL O RETROPERITONEAL"
63304.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, PARA ESCICIÓN DE LESIÓN INTRAESPINAL, SEGMENTO ÚNICO; INTRADURAL, CERVICAL"
63305.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, PARA ESCICIÓN DE LESIÓN INTRAESPINAL, SEGMENTO ÚNICO; INTRADURAL, TORÁCICO MEDIANTE ABORDAJE TRANSTORÁCICO"
63306.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, PARA ESCICIÓN DE LESIÓN INTRAESPINAL, SEGMENTO ÚNICO; INTRADURAL, TORÁCICO MEDIANTE ABORDAJE TORACOLUMBAR"
63307.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, PARA ESCICIÓN DE LESIÓN INTRAESPINAL, SEGMENTO ÚNICO; INTRADURAL, LUMBAR O SACRO MEDIANTE ABORDAJE TRANSPERITONEAL O RETROPERITONEAL"
63308.0,"CORPECTOMÍA VERTEBRAL (RESECCIÓN DE CUERPO VERTEBRAL) PARCIAL O COMPLETA, PARA ESCICIÓN DE LESIÓN INTRAESPINAL, SEGMENTO ÚNICO; CADA SEGMENTO ADICIONAL (REGISTRAR POR SEPARADO ADICIONALMENTE LOS CÓDIGOS PARA EL SEGMENTO INDIVIDUAL) PROCEDIMIENTO PRIMARIO"
63600.0,"CREACIÓN DE LESION DE MÉDULA ESPINAL MEDIANTE METODO ESTEREOTACTICO PERCUTANEO, CUALQUIER MODALIDAD (INCLUYENDO ESTIMULACIÓN Y/O GRABACIÓN)"
63610.0,"ESTIMULACIÓN ESTEREOTÁXICA DE LA MÉDULA ESPINAL, PERCUTÁNEA, PROCEDIMIENTO SEPARADO NO SEGUIDO POR OTRA CIRUGÍA"
63615.0,BIOPSIA ESTEREOTACTICA POR ASPIRACIÓN O EXCISION DE LESIÓN EN MEDULA ESPINAL
63620.0,"RADIOCIRUGÍA ESTEREOTÁCTICA (HAZ DE PARTÍCULAS, RAYOS GAMMA O ACELERADOR LINEAL), 1 LESIÓN MEDULAR"
63621.0,"RADIOCIRUGÍA ESTEREOTÁCTICA (HAZ DE PARTÍCULAS, RAYOS GAMMA O ACELERADOR LINEAL), CADA LESIÓN MEDULAR ADICIONAL (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENTO PRINCIPAL)"
63650.0,IMPLANTACIÓN PERCUTANEA DE TERMINAL DE ELECTRODOS NEUROESTIMULADORES A NIVEL EPIDURAL
63655.0,"LAMINECTOMÍA PARA IMPLANTACIÓN DE ELECTRODO NEUROESTIMULADOR; PLACA/ PALETA, EPIDURAL"
63657.0,CURA QUIRURGICA DE COLUMNA
63660.0,REVISIÓN O RETIRO DE ELECTRODOS ESPINALES
63661.0,"REMOCIÓN DE TERMINAL(ES) PERCUTÁNEO(S) DE ELECTRODO NEUROESTIMULADOR MEDULAR, INCLUYENDO FLUOROSCOPÍA, CUANDO SE REALIZA"
63662.0,"REMOCIÓN DE PLACA/PALETA(S) DE ELECTRODO NEUROESTIMULADOR MEDULAR COLOCADOS POR LAMINOTOMÍA O LAMINECTOMÍA, INCLUYENDO FLUOROSCOPÍA, CUANDO SE REALIZA"
63663.0,"REVISIÓN, INCLUYENDO REEMPLAZO, CUANDO SE REALIZA, DE TERMINAL(ES) PERCUTÁNEO(S) DE ELECTRODO NEUROESTIMULADOR VERTEBRAL, INCLUYENDO FLUOROSCOPÍA, CUANDO SE REALIZA"
63664.0,"REVISIÓN, INCLUYENDO REEMPLAZO, CUANDO SE REALIZA, DE PLACA/PALETA(S) DE ELECTRODO NEUROESTIMULADOR VERTEBRAL, INSERTADO POR LAMINOTOMÍA O LAMINECTOMÍA, INCLUYENDO FLUOROSCOPÍA, CUANDO SE REALIZA"
63685.0,"INSERCIÓN O REEMPLAZO DE GENERADOR O RECEPTOR DE PULSOS NEUROESTIMULADORES MEDULAR, ACOPLAMIENTO DIRECTO O INDUCTIVO"
63688.0,REVISIÓN O REMOCIÓN DEL GENERADOR O RECEPTOR DE PULSOS NEUROESTIMULADORES DE MEDULA IMPLANTADO
63700.0,CORRECCIÓN DE MENINGOCELE MENOR DE 5.0 CM DE DIÁMETRO
63702.0,CORRECCIÓN DE MENINGOCELE MAYOR DE 5.0 CM DE DIÁMETRO
63704.0,CORRECCIÓN DE MIELOMENINGOCELE MENOR DE 5.0 CM DE DIÁMETRO
63706.0,CORRECCIÓN DE MIELOMENINGOCELE MAYOR DE 5.0 CM DE DIÁMETRO
63707.0,"CORRECCIÓN DE ESCAPE DE LCR DURAL, QUE NO REQUIERA LAMINECTOMÍA"
63709.0,"CORRECCIÓN DE ESCAPE DE LCR DURAL, O MIELOMENINGOCELE, CON LAMINECTOMÍA"
63710.0,"INJERTO DURAL, MEDULAR"
63740.0,"CREACIÓN DE DERIVACIÓN, LUMBAR, SUBARACNOIDEA-PERITONEAL, -PLEURAL, U OTRA, QUE PUEDA REQUERIR LAMINECTOMÍA"
63741.0,"CREACIÓN DE DERIVACIÓN LUMBAR, SUBARACNOIDEA-PERITONEAL, -PLEURAL U OTRA POR VÍA PERCUTÁNEA, QUE NO REQUIERA LAMINECTOMÍA"
63744.0,"REEMPLAZO, IRRIGACIÓN O REVISIÓN DE DERIVACIÓN LUMBOSUBARACNOIDEA"
63746.0,"REMOCIÓN DE LA TOTALIDAD DEL SISTEMA DE DERIVACIÓN LUMBOSUBARACNOIDEO, SIN REEMPLAZO"
64400.0,INYECCIÓN DE AGENTE ANESTÉSICO EN CUALQUIER RAMA O DIVISIÓN DEL NERVIO TRIGÉMINO
64402.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO FACIAL
64405.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO OCCIPITAL MAYOR
64408.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO VAGO
64410.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO FRÉNICO
64412.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO ESPINAL ACCESORIO
64413.0,INYECCIÓN DE AGENTE ANESTÉSICO EN PLEXO CERVICAL
64415.0,INYECCIÓN SIMPLE DE AGENTE ANESTÉSICO EN PLEXO BRAQUIAL
64416.0,INYECCIÓN DE AGENTE ANESTÉSICO EN PLEXO BRAQUIAL MEDIANTE INFUSIÓN CONTÍNUA POR CATÉTER (INCLUYE LA COLOCACIÓN DEL CATÉTER)
64417.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO AXILAR
64418.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO SUPRAESCAPULAR
64420.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO INTERCOSTAL ÚNICO
64421.0,INYECCIÓN DE AGENTE ANESTÉSICO EN MÚLTIPLES NERVIOS INTERCOSTALES PARA CONSEGUIR UN BLOQUEO REGIONAL
64425.0,"INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIOS ILIOINGUINAL, ILIOHIPOGÁSTRICOS"
64430.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO PUDENDO
64435.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO PARACERVICAL (UTERINO)
64445.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO CIÁTICO ÚNICO
64446.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO CIÁTICO MEDIANTE INFUSIÓN CONTÍNUA POR CATÉTER (INCLUYE LA COLOCACIÓN DEL CATÉTER)
64447.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO FEMORAL ÚNICO
64448.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIO FEMORAL MEDIANTE INFUSIÓN CONTÍNUA POR CATÉTER (INCLUYE LA COLOCACIÓN DEL CATÉTER)
64449.0,"INYECCIÓN DE AGENTE ANESTÉSICO EN PLEXO LUMBAR, POR APROXIMACIÓN POSTERIOR, MEDIANTE INFUSIÓN CONTÍNUA POR CATÉTER (INCLUYE LA COLOCACIÓN DEL CATÉTER)"
64450.0,INYECCIÓN DE AGENTE ANESTÉSICO EN CUALQUIER OTRO NERVIO O RAMA PERIFÉRICA
64455.0,"INYECCIÓN(ES) DE AGENTE ANESTÉSICO Y/O ESTEROIDE, NERVIO(S) DIGITAL PLANTAR COMÚN (P. EJ. NEUROMA DE MORTON)"
64470.0,"INYECCIÓN, AGENTE ANESTÉSICO Y/O ESTEROIDE, CARILLA ARTICULAR PARAVERTEBRAL O CARILLA ARTICULAR NERVIOSA"
64472.0,INYECCIÓN DE AGENTE ANESTÉSICO Y/O ESTEROIDE EN ARTICULACION FACETARIA PARAVERTEBRAL O EN NERVIO QUE INERVA LA ARTICULACIÓN FACETARIA EN CADA NIVEL ADICIONAL CERVICAL O TORÁCICO. REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO
64475.0,BLOQUEO PARAVERTEBRAL O DE PUNTO GATILLO
64476.0,INYECCIÓN DE AGENTE ANESTÉSICO Y/O ESTEROIDE EN ARTICULACIÓN FACETARIA PARAVERTEBRAL O EN NERVIO QUE INERVA LA ARTICULACIÓN FACETARIA EN CADA NIVEL ADICIONAL LUMBAR O SACRO. REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO
64479.0,"INYECCIÓN(ES) DE AGENTE ANESTÉSICO Y/O ESTEROIDE, ESPACIO EPIDURAL TRANSFORAMINAL, CON ORIENTACIÓN DE IMÁGENES (FLUOROSCOPÍA O TAC); CERVICAL O TORÁCICO; NIVEL ÚNICO"
64480.0,"INYECCIÓN(ES) DE AGENTE ANESTÉSICO Y/O ESTEROIDE, ESPACIO EPIDURAL TRANSFORAMINAL, CON ORIENTACIÓN DE IMÁGENES (FLUOROSCOPÍA O TAC); CERVICAL O TORÁCICO, CADA NIVEL ADICIONAL (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)"
64483.0,"INYECCIÓN(ES) DE AGENTE ANESTÉSICO Y/O ESTEROIDE, ESPACIO EPIDURAL TRANSFORAMINAL, CON ORIENTACIÓN DE IMÁGENES (FLUOROSCOPÍA O TAC); LUMBAR O SACRO, NIVEL ÚNICO"
64484.0,"INYECCIÓN(ES) DE AGENTE ANESTÉSICO Y/O ESTEROIDE, ESPACIO EPIDURAL TRANSFORAMINAL, CON ORIENTACIÓN DE IMÁGENES (FLUOROSCOPÍA O TAC); LUMBAR O SACRO, CADA NIVEL ADICIONAL (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)"
64490.0,"INYECCIÓN(ES) DE AGENTE DIAGNÓSTICO O TERAPÉUTICO, EN CARILLA DE ARTICULACIÓN PARAVERTEBRAL (CIGAPOFISIARIA) (O NERVIOS QUE INERVAN DICHA ARTICULACIÓN), CON GUIA POR IMÁGENES (FLUOROSCOPÍA O TOMOGRAFÍA COMPUTARIZADA), CERVICAL O TORÁCICA, NIVEL ÚNICO"
64491.0,"INYECCIÓN(ES) DE AGENTE DIAGNÓSTICO O TERAPÉUTICO, EN CARILLA DE ARTICULACIÓN PARAVERTEBRAL (CIGAPOFISIARIA) (O NERVIOS QUE INERVAN DICHA ARTICULACIÓN), CON GUIA POR IMÁGENES (FLUOROSCOPÍA O TOMOGRAFÍA COMPUTARIZADA), CERVICAL O TORÁCICA, SEGUNDO NIVEL (R"
64492.0,"INYECCIÓN(ES) DE AGENTE DIAGNÓSTICO O TERAPÉUTICO, EN CARILLA DE ARTICULACIÓN PARAVERTEBRAL (CIGAPOFISIARIA) (O NERVIOS QUE INERVAN DICHA ARTICULACIÓN), CON GUIA POR IMÁGENES (FLUOROSCOPÍA O TOMOGRAFÍA COMPUTARIZADA), CERVICAL O TORÁCICA, TERCER NIVEL Y C"
64614.0,"DESTRUCCIÓN POR AGENTE NEUROLITICO, MÚSCULO(S) DE TRONCO Y/O EXTREMIDAD(ES) (EJ.: POR PARÁLISIS CEREBRAL DISTÓNICA, ESCLEROSIS MÚLTIPLE)"
64493.0,"INYECCIÓN(ES) DE AGENTE DIAGNÓSTICO O TERAPÉUTICO, EN CARILLA DE ARTICULACIÓN PARAVERTEBRAL (CIGAPOFISIARIA) (O NERVIOS QUE INERVAN DICHA ARTICULACIÓN), CON GUIA POR IMÁGENES (FLUOROSCOPÍA O TOMOGRAFÍA COMPUTARIZADA), LUMBAR O SACRO, NIVEL ÚNICO"
64494.0,"INYECCIÓN(ES) DE AGENTE DIAGNÓSTICO O TERAPÉUTICO, EN CARILLA DE ARTICULACIÓN PARAVERTEBRAL (CIGAPOFISIARIA) (O NERVIOS QUE INERVAN DICHA ARTICULACIÓN), CON GUIA POR IMÁGENES (FLUOROSCOPÍA O TOMOGRAFÍA COMPUTARIZADA), LUMBAR O SACRO, SEGUNDO NIVEL (REGIST"
64495.0,"INYECCIÓN(ES) DE AGENTE DIAGNÓSTICO O TERAPÉUTICO, EN CARILLA DE ARTICULACIÓN PARAVERTEBRAL (CIGAPOFISIARIA) (O NERVIOS QUE INERVAN DICHA ARTICULACIÓN), CON GUIA POR IMÁGENES (FLUOROSCOPÍA O TOMOGRAFÍA COMPUTARIZADA), LUMBAR O SACRO, TERCER NIVEL Y CUALQU"
64505.0,INYECCIÓN DE AGENTE ANESTÉSICO EN GANGLIO ESFENOPALATINO
64508.0,INYECCIÓN DE AGENTE ANESTÉSICO EN SENO CAROTIDEO (PROCEDIMIENTO SEPARADO)
64510.0,INYECCIÓN DE AGENTE ANESTÉSICO EN GANGLIO ESTRELLADO (SIMPÁTICO CERVICAL)
64517.0,INYECCIÓN DE AGENTE ANESTÉSICO EN PLEXO HIPOGÁSTRICO SUPERIOR
64520.0,INYECCIÓN DE AGENTE ANESTÉSICO EN NERVIOS SIMPATICOS TORÁCICOS O LUMBARES (SIMPÁTICO PARAVERTEBRAL)
64530.0,INYECCIÓN DE AGENTE ANESTÉSICO EN PLEXO CELÍACO CON O SIN GUÍA RADIOLOGICA
64550.0,APLICACIÓN DE ELECTROTERAPIA TENS
64553.0,IMPLANTACIÓN PERCUTÁNEA DE TERMINALES DE ELECTRODOS NEUROESTIMULADORES; NERVIO CRANEAL
64555.0,IMPLANTACIÓN PERCUTÁNEA DE TERMINALES DE ELECTRODOS NEUROESTIMULADORES; NERVIO PERIFÉRICO (EXCLUYE EL NERVIO SACRO)
64560.0,IMPLANTACIÓN PERCUTÁNEA DE TERMINALES DE ELECTRODOS NEUROESTIMULADORES; NERVIO AUTÓNOMO
64561.0,"IMPLANTACIÓN PERCUTÁNEA DE TERMINALES DE ELECTRODOS NEUROESTIMULADORES; NERVIO SACRO (COLOCACIÓN TRANSFORAMEN) INCLUYENDO ORIENTACIÓN POR IMÁGENES, SI SE REALIZA"
64565.0,IMPLANTACIÓN PERCUTÁNEA DE ELECTRODOS NEUROESTIMULADORES EN ÁREA NEUROMUSCULAR
64566.0,"NEUROESTIMULACIÓN TIBIAL POSTERIOR, CON AGUJA ELECTRODO PERCUTÁNEA, TRATAMIENTO ÚNICO, INCLUYE LA PROGRAMACIÓN"
64568.0,INCISIÓN PARA LA IMPLANTACIÓN DE DISPOSITIVO DE ELECTRODO ESTIMULADOR Y GENERADOR DE PULSOS PARA NERVIO CRANEAL (P. EJ. NERVIO VAGO)
64569.0,"INCISIÓN PARA LA IMPLANTACIÓN DE DISPOSITIVO DE ELECTRODO ESTIMULADOR, INCLUYENDO CONEXIÓN A GENERADOR DE PULSOS EXISTENTE PARA NERVIO CRANEAL (P. EJ. NERVIO VAGO)"
64570.0,RETIRO DE DISPOSITIVO DE ELECTRODO ESTIMULADOR Y GENERADOR DE PULSOS PARA NERVIO CRANEAL (P. EJ. NERVIO VAGO)
64573.0,INCISIÓN PARA IMPLANTACIÓN DE ELECTRODOS NEUROESTIMULADORES; NERVIO CRANEAL
64575.0,INCISIÓN PARA IMPLANTACIÓN DE ELECTRODOS NEUROESTIMULADORES; NERVIO PERIFÉRICO (EXCEPTO NERVIO SACRO)
64577.0,INCISIÓN PARA IMPLANTACIÓN DE ELECTRODOS NEUROESTIMULADORES EN NERVIO AUTONÓMICO
64580.0,INCISIÓN PARA IMPLANTACIÓN DE ELECTRODOS NEUROESTIMULADORES; NEUROMUSCULAR
64581.0,INCISIÓN PARA IMPLANTACIÓN DE ELECTRODOS NEUROESTIMULADORES; NERVIO SACRO (COLOCACIÓN TRANSFORAMEN)
64585.0,REVISIÓN O REMOCIÓN DE ELECTRODOS NEUROESTIMULADORES PERIFÉRICOS
64590.0,INSERCIÓN O REMPLAZO DE GENERADOR O RECEPTOR DE PULSOS NEUROESTIMULADORES GASTRICO O PERIFERICO CON ACOPLAMIENTO DIRECTO O INDUCTIVO
64595.0,REVISIÓN O REMPLAZO DE GENERADOR O RECEPTOR DE PULSOS NEUROESTIMULADORES GÁSTRICO O PERIFERICO
