"Codigo","Nombre"
"70559","Resonancia magnética (p ej protones), cerebro (incluido el tronco cerebral y base de cráneo), durante el procedimiento abierto intracraneal (p ej para evaluar tumor o malformación vascular residuales), con material de contraste (s); sin material de contraste, seguido de material(es) de contraste y secciones adicionales"
"70559.01","Perfusion cerebral, secuencia avanzada para la Evaluación del nivel de Irrigación de las lesiones cerebrales por resonancia magnética"
"71010",Examen radiológico de torax; incidencia frontal
"71010.01",Examen radiológico de torax portátil; incidencia frontal
"71015","Examen radiológico, torax; estereotáctico, frontal"
"71020","Examen radiológico de torax, 2 incidencias, frontal y lateral"
"71021","Examen radiológico de torax, 2 incidencias, frontal y lateral; con incidencia apical lordotica"
"71022","Examen radiológico de torax, 2 incidencias, frontal y lateral; con proyeccones oblicuas"
"71023","Examen radiológico de torax, 2 incidencias, frontal y lateral; con fluoroscopía"
"71030","Examen radiológico, torax, completo, mínimo de cuatro vistas"
"71034","Examen radiológico, torax, completo, mínimo de cuatro vistas; con fluoroscopia"
"71035","Examen radiológico de torax, incidencias adicionales (p ej decúbito lateral)"
"71035.01","Examen radiológico de torax portátil, incidencias adicionales (p ej decúbito lateral)"
"71036","Biopsia de aguja de lesión intratorácica, incluyendo placas de seguimiento, Orientación fluoroscopica solamente, Supervisión e interpretación radiológicas"
"71040",Bronquiografía unilateral
"71060",Bronquiografía bilateral
"71090","Inserción de marcapasos, fluoroscopia y radiografía, Supervisión e interpretación radiológicas"
"71100","Examen radiológico, costillas, unilateral; 2 incidencias"
"71101","Examen radiológico, costillas, unilateral; incluyendo el torax posteroanterior, mínimo de tres vistas"
"71110","Examen radiológico, costillas, bilateral; tres vistas"
"71111","Examen radiológico, costillas, bilateral; incluyendo el torax posteroanterior, mínimo de cuatro vistas"
"71120","Examen radiológico de esternon, mínimo de 2 incidencias"
"71130","Examen radiológico de articulación o articulaciónes esternoclaviculares, mínimo de 3 incidencias"
"71250",Tomografía computarizada de torax; sin material de contraste
"71250.01",Tomografía computarizada de parrilla costal; sin material de contraste
"71260","Tomografía axial computadorizada, torax; con materiales de contraste"
"71270","Tomografía computarizada de torax; sin material de contraste, seguido de material(es) de contraste y secciones adicionales"
"71270.01",Tomografía computarizada de las arterias coronarias
"71270.02",Tomografía computarizada de traqueobroncoscopia virtual
"71275","Angiografía por tomografía computarizada, torax (no coronaria), con material(es) de contraste, incluyendo imágenes no contrastadas, si se realiza, y postprocesamiento de imágenes"
"71550",Resonancia magnética de torax (p ej Para Evaluación de linfadenopatía hiliar y mediastinal); sin contraste
"71550.01",Resonancia magnética de mediastino sin contraste
"71550.02",Resonancia magnética de pared toracica sin contraste
"71551",Resonancia magnética de torax (p ej Para Evaluación de linfadenopatía hiliar y mediastinal); con contraste
"71551.01",Resonancia magnética de mediastino con material de contraste
"71551.02",Resonancia magnética de pared torácica con material de contraste
"71552","Resonancia magnética de torax (p ej Para Evaluación de linfadenopatía hiliar y mediastinal); sin material de contraste, seguido de material(es) de contraste y secciones adicionales"
"71555","Angiografía por resonancia magnética en torax (excluyendo miocardio), con o sin uso de contraste"
"71555.01","Angiografía aorta abdominal por resonancia magnética en torax , con o sin uso de contraste"
"71555.02","Angiografía vasos torácicos pulmonares por resonancia magnética en torax, con o sin uso de contraste"
"72010","Examen radiológico de columna vertebral completa, estudio de Exploración, ánteroposterior y lateral"
"72020","Examen radiológico, columna vertebral, vista única, especifique nivel"
"72040",Examen radiológico de columna vertebral cervical; 2 o 3 incidencias
"72040.01","Examen radiológico de columna, frontal y lateral"
"72040.02","Examen radiológico de columna cervical, funcionales dos incidencias"
"72040.03","Examen radiológico de columna cervical, oblícuas"
"72040.04","Examen radiológico de columna cervical, selectiva C2"
"72050",Examen radiológico de columna vertebral cervical; 4 o 5 incidencias
"72052",Examen radiológico de columna vertebral cervical; 6 o más incidencias
"72067","Examen radiológico de columna lumbar, frontal y lateral, dos Incidencias"
"72068","Examen radiológico de columna lumbar, oblicuas"
"72069","Examen radiológico, columna vertebral toracolumbar, de pie (escoliosis)"
"72070","Examen radiológico, columna vertebral; torácica, 2 incidencias"
"72072","Examen radiológico, columna vertebral; torácica, 3 incidencias"
"72074","Examen radiológico, columna vertebral, mínimo de 4 incidencias"
"72080","Examen radiológico, columna vertebral; toracolumbar, 2 incidencias"
"72081","Examen radiológico de columna dorsolumbar, con inclinacion lateral derecha o izquierda, 3 incidencias"
"72082","Examen radiológico de columna dorsolumbar, 4 incidencias"
"72090","Examen radiológico, columna vertebral; estudio de escoliosis, incluyendo estudios en posicion supina y erguida"
"72100","Examen radiológico, columna vertebral lumbosacra; 2 o 3 incidencias"
"72110","Examen radiológico, columna vertebral lumbosacra; mínimo de 4 incidencias"
"72114","Examen radiológico, columna vertebral lumbosacral; completo, incluyendo vistas en posicion doblada, mínimo de 6 incidencias"
"72120","Examen radiológico, columna vertebral lumbosacral, incidencias funcionales, vistas en posición doblada solamente, 2 o 3 incidencias"
"72125","Tomografía axial computarizada, columna vertebral cervical; sin material de contraste"
"72126","Tomografía axial computarizada, columna vertebral cervical; con material de contraste"
"72127","Tomografía axial computarizada, columna vertebral cervical; sin material de contraste, seguida de materiales de contraste y secciones adicionales"
"72128","Tomografía axial computarizada, columna vertebral torácica; sin material de contraste"
"72129","Tomografía axial computarizada, columna vertebral torácica; con material de contraste"
"72130","Tomografía axial computarizada, columna vertebral torácica; sin material de contraste, seguida de materiales de contraste y secciones adicionales"
"72131","Tomografía axial computarizada, columna vertebral lumbar; sin material de contraste"
"72131.01","Tomografía computarizada, columna vertebral lumbar - sacro coxis; sin material de contraste"
"72132","Tomografía axial computarizada, columna vertebral lumbar; con material de contraste"
"72132.01","Tomografía computarizada, columna vertebral lumbar - sacro coxis; con material de contraste"
"72133","Tomografía axial computarizada, columna vertebral lumbar; sin material de contraste, seguida de materiales de contraste y secciones adicionales"
"72141","Imágenes por resonancia magnética (p ej de protones), canal espinal y su contenido, cervical; sin material de contraste"
"72142","Imágenes por resonancia magnética (p ej de protones), canal espinal y su contenido, cervical; con materiales de contraste"
"72146","Imágenes por resonancia magnética (p ej de protones), canal espinal y su contenido, torácica; sin material de contraste"
"72147","Imágenes por resonancia magnética (p ej de protones), canal espinal y su contenido, torácica; con materiales de contraste"
"72148","Imágenes por resonancia magnética (p ej de protones), canal espinal y su contenido, lumbar; sin material de contraste"
"72149","Imágenes por resonancia magnética (p ej de protones), canal espinal y su contenido, lumbar; con materiales de contraste"
"72156","Imágenes por resonancia magnética (p ej de protones), canal espinal y su contenido, sin material de contraste seguidas de materiales de contraste y secuencias adicionales; cervical"
"72157","Imágenes por resonancia magnética (p ej de protones), canal espinal y su contenido, sin material de contraste seguidas de materiales de contraste y secuencias adicionales; torácica"
"72158","Imágenes por resonancia magnética (p ej de protones), canal espinal y su contenido, sin material de contraste seguidas de materiales de contraste y secuencias adicionales; lumbar"
"72159","Angiografía de resonancia magnética, canal espinal y su contenido, con o sin materiales de contraste"
"72170","Examen radiológico, pelvis; incidencia anteroposterior, 1 o 2 incidencias"
"72172","Examen de Pelvis, oblicua un lado"
"72190","Examen radiológico, pelvis; completo, mínimo de tres vistas"
"72191","Angiografía por tomografía computarizada, pelvis, con material de contraste (s), incluyendo imágenes no contrastadas, si se realiza, y postprocesado de imágenes"
"72192","Tomografía axial computarizada, pelvis; sin material de contraste"
"72193","Tomografía axial computarizada, pelvis; con materiales de contraste"
"72194","Tomografía axial computarizada, pelvis; sin material de contraste, seguida de materiales de contraste y secciones adicionales"
"72195","Resonancia magnética de pelvis, sin material de contraste"
"72195.01",Resonancia magnética de articulaciónes sacro ilíacas; sin material de contraste
"72196","Resonancia magnética de pelvis, con material(es) de contraste"
"72196.01",Resonancia magnética de articulaciónes sacroilíacas; con material (es) de contraste
"72197","Imágenes por resonancia magnética (p ej de protones), pelvis, sin material de contraste, seguida de materiales de contraste y secciones adicionales"
"72198","Angiografía de resonancia magnética, pelvis, con o sin materiales de contraste"
"72200","Examen radiológico, aticulaciones sacroilíacas; menos de tres vistas"
"72202","Examen radiológico, articulaciónes sacroilíacas; tres o más vistas"
"72220","Examen radiológico de sacro y coccix, mínimo de 2 vistas"
"72221",Mielografia columna torácica sin contraste
"72240","Mielografía cervical, Supervisión e interpretación radiológicas"
"72255","Mielografía torácica, Supervisión e interpretación radiológicas"
"72265","Mielografía lumbosacral, Supervisión e interpretación radiológicas"
"72270","Mielografía, 2 o más regiónes (p ej Lumbar/torácica, cervical/torácica, lumbar/cervical, lumbar/torácica/cervical), Supervisión e interpretación radiológicas"
"72275","Epidurografia, Supervisión radiológica e interpretación"
"72285","Discografía cervical o torácica, Supervisión e interpretación radiológicas"
"72291","Supervisión radiológica e interpretación, vertebroplastía percutánea o aumento vertebral, o aumento sacro (sacroplastía), incluida la creación de la cavidad, por cuerpo vertebral o sacro; bajo guía fluoroscopica"
"72292","Supervisión radiológica e interpretación, vertebroplastía percutánea o aumento vertebral, o aumento sacro (sacroplastía), incluida la creación de la cavidad, por cuerpo vertebral o sacro; bajo guía de tomografia computada"
"72295","Discografía lumbar, Supervisión e interpretación radiológicas"
"73000","Examen radiológico de clavícula, completo"
"73010","Examen radiológico de escápula, completo"
"73011","Examen radiológico de Escápula, un lado, dos incidencias"
"73020",Examen radiológico de hombro; 1 incidencia
"73030","Examen radiológico, hombro; completo, mínimo de dos vistas"
"73040","Examen radiológico, hombro, artrografía, Supervisión e interpretación radiológica"
"73050","Examen radiológico; articulaciónes acromioclaviculares, bilateral, con o sin distraccion ponderada"
"73060","Examen radiológico de húmero, mínimo de 2 incidencias"
"73070",Examen radiológico de codo; 2 incidencias
"73080","Examen radiológico, codo; completo, mínimo de tres vistas"
"73085","Examen radiológico, codo, artrografía, Supervisión quirúrgica e interpretación"
"73090","Examen radiológico de antebrazo cada lado, 2 incidencias"
"73092","Examen radiológico; extremidad superior, lactante, mínimo de dos vistas"
"73100",Examen radiológico de muñeca; 2 incidencias
"73110","Examen radiológico, muñeca; completo, mínimo de tres vistas"
"73115","Examen radiológico, muñeca, artrografía, Supervisión e interpretación radiológicas"
"73120","Examen radiológico, mano; dos incidencias"
"73130","Examen radiológico, mano; mínimo de tres incidencias"
"73131","Examen radiológico de mano, edad ósea (frontal)"
"73140","Examen radiológico, dedos, mínimo de dos incidencias"
"73200","Tomografía axial computarizada, extremidad superior; sin material de contraste"
"73200.01",Tomografía computarizada de brazo; sin material de contraste
"73200.02",Tomografía computarizada de antebrazo; sin material de contraste
"73200.03",Tomografía computarizada de mano; sin material de contraste
"73200.04",Tomografía computarizada de muñeca; sin material de contraste
"73200.05",Tomografía computarizada de codo; sin material de contraste
"73200.06",Tomografía computarizada de hombro; sin material de contraste
"73201","Tomografía axial computarizada, extremidad superior; con materiales de contraste"
"73201.01",Tomografía computarizada de brazo; con material de contraste
"73201.02",Tomografía computarizada de antebrazo; con material de contraste
"73201.03",Tomografía computarizada de mano; con material de contraste
"73201.04",Tomografía computarizada de muñeca; con material de contraste
"73201.05",Tomografía computarizada de codo; con material de contraste
"73201.06",Tomografía computarizada de hombro; con material de contraste
"73202","Tomografía axial computarizada, extremidad superior; sin material de contraste, seguida de materiales de contraste y secciones adicionales"
"73206","Angiografia por tomografia computarizada de extremidad superior, con material de contraste, incluyendo imágenes no contrastadas, si se realizan, y post procesamiento de imágenes"
"73218","Imágenes por resonancia magnética (p ej de protones), extremidad superior, excepto articulaciónes sin materiales de contraste"
"73218.01",Resonancia Magnética de Antebrazo; sin material de contraste
"73218.02",Resonancia Magnética de Brazo; sin material de contraste
"73218.03","Resonancia magnética de Plexo Braquial, sin contraste"
"73218.04",Resonancia Magnética de Mano; sin material de contraste
"73218.05",Resonancia Magnética de Dedos de Mano; sin material de contraste
"73218.06",Plexografía por Resonancia Magnética
"73219","Imágenes por resonancia magnética (p ej de protones), extremidad superior, excepto articulaciónes, con materiales de contraste"
"73219.01",Resonancia Magnética de Antebrazo; con materiales de contraste
"73219.02",Resonancia Magnética de Brazo; con materiales de contraste
"73219.03","Resonancia magnética de Plexo Braquial, con materiales de contraste"
"73219.04",Resonancia Magnética de Mano; con materiales de contraste
"73219.05",Resonancia Magnética de Dedos de Mano; con materiales de contraste
"73221","Imágenes por resonancia magnética (p ej de protones), cualquier articulación de extremidad superior; sin material(es) de contraste"
"73221.01",Resonancia Magnética de Codo; sin constraste
"73221.02",Resonancia Magnética de Muñeca; sin constraste
"73221.03",Resonancia Magnética de Hombro; sin constraste
"73222","Imágenes por resonancia magnética (p ej de protones), cualquier articulación de extremidad superior; con material(es) de contraste"
"73222.01",Resonancia Magnética de Codo; con material de contraste
"73220","Imágenes por resonancia magnética (p ej de protones), extremidad superior, excepto articulaciónes sin materiales de contraste seguido por materiales de contraste y secuencias subsiguientes"
"73222.02",Resonancia Magnética de Muñeca; con material de contraste
"73222.03",Resonancia Magnética de Hombro; con material de contraste
"73223","Imágenes por resonancia magnética (p ej de protones), cualquier articulación de una extremidad superior sin materiales de contraste seguido por materiales de contraste, y secuencias subsiguientes"
"73225","Angiografía por resonancia magnética, extremindad superior, con o sin material(es) de contraste"
"73280",Artrografía de rodilla
"73500","Examen radiológico, cadera, unilateral; una vista"
"73510","Examen radiológico, cadera, unilateral; completo, mínimo de dos vistas"
"73511","Ultrasonido oftálmico, ecografía, diagnóstico"
"73520","Examen radiológico, cadera, bilateral, mínimo de dos vistas de cada cadera, incluyendo la vista anteroposterior de la pelvis"
"73525","Examen radiológico, artrografía de cadera, Supervisión radiológica e interpretación"
"73530",Examen radiológico de cadera durante un procedimiento quirúrgico
"73540","Examen radiológico, pelvis y caderas, lactante o niño, mínimo de dos vistas"
"73542",Artrografía de articulación sacroilíaca
"73550","Examen radiológico de fémur, 2 incidencias"
"73560","Examen radiológico de rodilla, 1 o 2 incidencias"
"73562","Examen radiológico de rodilla, 3 incidencias"
"73564","Examen radiológico, rodilla; completo, cuatro o más vistas"
"73565","Examen radiológico, rodilla; ambas rodillas, posicion de pie, anteroposterior"
"73567","Examen radiológico de rotula, frontal y lateral, dos incidencias"
"73580","Examen radiológico, rodilla, artrografía, Supervisión e interpretación radiológicas"
"73590","Examen radiológico, tibia y peroné, 2 vistas"
"73592","Examen radiológico; extremidades inferiores, lactante, mínimo de dos vistas"
"73600","Examen radiológico, tobillo; 2 incidencias"
"73610","Examen radiológico, tobillo; completo, mínimo de tres vistas"
"73615","Examen radiológico, tobillo, artrografía, Supervisión e interpretación radiológicas"
"73620","Examen radiológico, pie; 2 incidencias"
"73630","Examen radiológico, pie; completo, mínimo de tres vistas"
"73650","Examen radiológico, calcáneo, mínimo de dos vistas"
"73660","Examen radiológico, dedos de los pies, mínimo de dos vistas"
"73667",Mensurador de miembros inferiores niños
"73668",Mensurador de miembros inferiores adultos
"73700","Tomografía axial computarizada, extremidad inferior; sin material de contraste"
"73700.01",Tomografía computarizada de pierna; sin material de contraste
"73700.02",Tomografía computarizada de pie; sin material de contraste
"73700.03",Tomografía computarizada de rodilla; sin material de contraste
"73700.04",Tomografía computarizada de tobillo; sin material de contraste
"73700.05",Tomografía computarizada de muslo; sin material de contraste
"73701","Tomografía computarizada, extremidades inferiores; con material(es) contraste"
"73701.01",Tomografía computarizada de pierna; con contraste
"73701.02",Tomografía computarizada de pie; con contraste
"73701.03",Tomografía computarizada de rodilla; con contraste
"73701.04",Tomografía computarizada de tobillo; con contraste
"73701.05",Tomografía computarizada de muslo; con contraste
"73702","Tomografía axial computarizada, extremidad inferior; sin material de contraste, seguida de materiales de contraste y secciones adicionales"
"73706","Angiografia por tomografia computarizada de extremidad inferior, con material de contraste, incluyendo imágenes no contrastadas, si se realizan, y post procesamiento de imágenes"
"73718","Imágenes por resonancia magnética (p ej de protones), extremidad inferior, excepto articulaciónes, sin material de contraste"
"73718.01",Resonancia Magnética de Muslo; sin material de contraste
"73718.02",Resonancia Magnética de Pierna; sin material de contraste
"73718.03",Resonancia Magnética de Pie; sin material de contraste
"73718.04",Resonancia Magnética de Dedos de Pie; sin material de contraste
"73719","Imágenes por resonancia magnética (p ej de protones), extremidad inferior, excepto articulaciónes, con material de contraste"
"73719.01",Resonancia Magnética de Muslo; con material de contraste
"73719.02",Resonancia Magnética de Pierna; con material de contraste
"73719.03",Resonancia Magnética de Pie; con material de contraste
"73719.04",Resonancia Magnética de Dedos de Pie; con material de contraste
"73720","Imágenes por resonancia magnética (p ej de protones), extremidad inferior, excepto articulaciónes, sin material de contraste, seguida de materiales de contraste y secciones adicionales"
"73721","Resonancia magnética (p ej de protones), cualquier articulación de extremidad inferior sin material de contraste"
"73721.01",Resonancia Magnética de Cadera; sin material de contraste
"73721.02",Resonancia Magnética de Rodilla; sin material de contraste
"73721.03",Resonancia Magnética de Tobillo; sin material de contraste
"73722","Resonancia magnetica de cualquier articulación de extremidad inferior, con material de contraste"
"73722.01",Resonancia Magnética de Cadera; con material de contraste
"73722.02",Resonancia Magnética de Rodilla; con material de contraste
"73722.03",Resonancia Magnética de Tobillo; con material de contraste
"73723","Resonancia magnética (p ej de protones), cualquier articulación de extremidad inferior sin material de contraste seguida de materiales de contraste y secciones adicionales"
"73725","Angiografía por resonancia magnética, extremidad inferior con o sin contraste"
"74000","Examen radiológico de abdomen, incidencia ánteroposterior"
"74000.01","Examen radiológico de abdomen portátil, incidencia anteroposterior"
"74010","Examen radiológico de abdomen, incidencias ánteroposterior, y adicional de incidencia oblícua y tangencial"
"74020","Examen radiológico de abdomen, completo, incluyendo incidencias de pie y/o de decúbito"
"74020.01","Examen radiológico de abdomen portátil, incidencias adicionales (p ej decúbito lateral)"
"74022","Examen radiológico, abdomen; serie de abdomen agudo, incluyendo incidencias supina, de pie y/o de decúbito, placa de torax simple"
"74150",Tomografía computarizada de abdomen sin contraste
"74150.01",Tomografía computarizada de abdomen superior sin contraste
"74150.02",Tomografía computarizada de abdomen inferior sin contraste
"74160",Tomografía computarizada de abdomen; con materiales de contraste
"74160.01",Tomografía computarizada de abdomen superior con contraste
"74160.02",Tomografía computarizada de abdomen inferior con contraste
"74170","Tomografía computarizada de abdomen; sin material de contraste, seguido de material(es) de contraste y secciones adicionales"
"74170.01",Tomografía dinámica de higado - páncreas
"74170.02",Tomografía con Volumetria hepatica
"74174","Angiografía por tomografía computarizada abdomen y pelvis, con material(es) de contraste, incluyendo imágenes no contrastadas, si se realiza, y postprocesamiento de imágenes"
"74174.01",Angiourotem con fase arterial y venosa
"74175","Angiografía por tomografía computarizada abdomen, con material(es) de contraste), incluyendo imágenes no contrastadas, si se realizaran, y postprocesamiento de imágenes"
"74176","Tomografía computarizada de abdomen y pelvis, sin material de contraste"
"74176.01","Urotomografía, sin contraste"
"74177","Tomografía computarizada de abdomen y pelvis, con material(es) de contraste"
"74177.01","Urotomografía, con contraste"
"74178","Tomografía computarizada de abdomen y pelvis, sin material de contraste en una o ambas regiónes corporales, seguida de material(es) de contraste y secciones adicionales un una o ambas secciones corporales"
"74181","Resonancia magnética (p ej protones), abdomen, sin contraste"
"74181.01",Resonancia Magnética de Abdomen Superior; sin contraste
"74181.02",Resonancia magnética Fetal
"74182","Resonancia magnética (p ej protones), abdomen, con material(es) de contraste"
"74182.01",Resonancia magnética de abdomen superior con contraste
"74183","Resonancia magnética (p ej Protones), abdomen; sin material(es) de contraste, seguido de material(es) de contraste y secuencias subsiguientes"
"74185","Angiografía por resonancia magnética, abdomen, con o sin material(es) de contraste"
"74190","Peritoneograma (p ej después de inyectar aire o material de contraste), Supervisión einterpretación radiológicas"
"74194",TEM de Abdomen Superior con Contraste
"74200",Colon a doble contraste
"74210",Examen radiológico de faringe y/o esofago cervical
"74210.01",Examen radiológico de cavum
"74220",Examen radiológico de esofago
"74230",Evaluación de funcion de deglucion con guia cineradiografía/videoradiografía
"74235","Extracción de cuerpo extraño esofágico mediante el uso de catéter con balón, Supervisión e interpretación radiológica"
"74240","Examen radiológico, tracto gastrointestinal superior; con o sin placas retrasadas, sin visualización de riñones, uréteres ni vejiga"
"74241","Examen radiológico, tracto gastrointestinal superior; con o sin placas retrasadas, con visualización de riñones, uréteres y vejiga"
"74245","Examen radiológico, tracto gastrointestinal superior; con intestino delgado, incluyendo placas múltiples seriadas"
"74246","Examen radiológico, tracto gastrointestinal superior, contraste de aire, con bario específico de alta densidad, agente efervescente, con o sin glucagon; con o sin placas retrasadas, sin visualización de riñones, uréteres ni vejiga"
"74247","Examen radiológico, tracto gastrointestinal superior, contraste de aire, con bario específico de alta densidad, agente efervescente, con o sin glucagon; con o sin placas retrasadas, con visualización de riñones, uréteres y vejiga"
"74247.01",Examen radiológico - colostograma
"74247.02",Examen radiológico - cloacograma
"74247.03",Examen radiológico - genitograma
"74249","Examen radiológico, tracto gastrointestinal superiorm contraste de aire, con bario específico de alta densidad, agente efervescente, con o sin glucagon; con seguimiento de tránsito en intestino delgado"
"74250","Examen radiológico, intestino delgado, incluye múltiples placas seriadas"
"74251","Examen radiológico, intestino delgado, incluye múltiples placas seriadas; vía tubo de enteroclisis"
"74260",Duodenografía hipotonica
"74261","Colonografía diagnóstica por tomografía computarizada (TC), incluyendo postprocesamiento de imágenes; sin material de contraste"
"74262","Colonografía diagnóstica por tomografía computarizada (TC), incluyendo postprocesamiento de imágenes; con material(es) de contraste, incluyendo imágenes no contrastadas, si se realizan"
"74263","Colonografía de tamizaje por tomografía computarizada (TC), incluyendo postprocesamiento de imágenes"
"74270","Examen radiológico, colon; enema de bario, con o sin visualización de riñones, uréteres y vejiga"
"74280","Examen radiológico, colon; contraste de aire con bario específico de alta densidad, con o sin glucagon"
"74283","Enema terapéutico, con material de contraste o aire, para la reducción de intususcepcion u otra obstrucción intraluminal (p ej íleo meconial)"
"74290","Colecistografía, contraste oral"
"74291","Colecistografía, contraste oral; examen adicional o repetido o examen en días múltiples"
"74300","Colangiografía y/o pancreatografía; intraquirúrgica, Supervisión e interpretación radiológica"
"74301","Colangiografía y/o pancreatografía; set intraoperatirio adicional, Supervisión e interpretación radiológica (registrar separadamente adem{as del código para el procedimiento principal)"
"74305","Colangiografía y pancreatografía; a través de catéter existente, Supervisión e interpretación radiológica"
"74320","Colangiografia, percutánea, transhepática, Supervisión e interpretación radiológica"
"74320.01",Colangioresonancia
"74327","Extracción postoperatoria de cálculos en conducto biliar, por vía percutánea con tubo T, cesta o lazo (p ej Técnica de Burhenne), Supervisión e interpetacion radiológica"
"74328","Catéterizacion endoscopica del sistema ductal biliar, Supervisión e interpretación radiológica"
"74329","Catéterizacion endoscopica de sistema ductal pancreático, Supervisión e interpretación radiológica"
"74330","Catéterizacion endoscopica de sistemas ductales biliar y pancreático, Supervisión e interpretación radiológica"
"74340","Introducción de tubo gastrointestinal largo (p ej Miller-Abbott), incluyendo fluoroscopías y placas múltiples, Supervisión e interpretación radiológica"
"74355","Colocación percutánea de tubo de enteroclisis, Supervisión e interpretación radiológica"
"74360","Dilatación intraluminal de constricciones y/o obstrucciónes (p ej esofago), Supervisión e interpretación radiológica"
"74363","Dilatación percutánea transhepática de estenosis de conducto biliar con o sin Colocación de stent, Supervisión e interpretación radiológica"
"74400","Urografía (pielografía), intravenosa, con sin visualización de riñones, uréteres y vejiga, con o sin tomografía"
"74410","Urografía, infusión por goteo y/o en bolo"
"74415","Urografía, infusión, técnica de goteo y/o técnica de bolo; con nefrotomografía"
"74420","Urografía retrograda, con o sin visualización de riñones, uréteres, vejiga"
"74425","Urografía anterograda (pielostograma, nefrostograma, estudio de asas), Supervisión e interpretación radiológicas"
"74426",Urografía excretoria
"74430","Cistografía, mínimo tres incidencias, Supervisión e interpretación radiológica"
"74440","Vasografía, vesiculografía o epididimografía, Supervisión e interpretación radiológicas"
"74445","Cavernosografía de cuerpos cavernosos, Supervisión e interpretación radiológicas"
"74450","Uretrocistografía retrograda, Supervisión e interpretación radiológica"
"74455","Uretrocistografía evacuatoria, Supervisión e interpretación radiológica"
"74470","Examen radiológico, estudio de quiste renal, translumbar, visualización con contraste, Supervisión e interpretación radiológicas"
"74475","Introducción de intracatéter o catéter en la pelvis renal para drenaje y/o Inyección, percutánea, Supervisión e interpretación radiológica"
"74480","Introducción catéter o stent ureteral en uréter vía pelvis renal para drenaje y/o Inyección, percutánea, Supervisión e interpretación radiológica"
"74485","Dilatación de nefrostomía, uréteres o uretra, Supervisión e interpretación radiológica"
"74485.01",Uroresonancia sin contraste
"74485.02",Uroresonancia con contraste
"74710","Pelvimetría, con o sin ubicacion placentaria"
"74740","Histerosalpingografía, Supervisión e interpretación radiológica"
"74742","Catéterizacion transcervical de trompa de Falopio, Supervisión e interpretación radiológica"
"74775","Perineograma (p ej vaginograma, para determinacion del sexo o de la extension de anomalías)"
"74930","Cistografía, mínima de tres vistas, Supervisión e interpretación radiológicas"
"75194",TEM abdomen inferior con contraste
"75474","Angiografía por tomografía computarizada de corazon, arterias coronarias e injertosde bypass (cuando están presentes), sin contraste, incluyendo imágenes 3D postprocesadas (Incluyendo Evaluación de estructura cardiaca y morfología, valoracion de funcion c"
"75552","Resonancia magnética cardíaca para Evaluación morfologica, sin material de contraste"
"75553","Resonancia magnética cardíaca para Evaluación morfologica, con material de contraste"
"75554","Resonancia magnética cardíaca para Evaluación funcional, estudio completo"
"75555","Resonancia magnética cardíaca para Evaluación funcional, estudio limitado"
"75556",Resonancia magnética cardíaca para mapeo de la velocidad de flujo
"75557","Resonancia magnética cardíaca de la morfología y funcion, sin material de contraste"
"75558","Resonancia magnética cardíaca de la morfología y funcion, sin material de contraste, con cuantificacion del flujo y velocidad"
"75559","Resonancia magnética cardíaca de la morfología y funcion, sin material de contraste, con imágenes durante el estrés"
"75560","Resonancia magnética cardíaca de la morfología y funcion, sin material de contraste, con cuantificacion del flujo y velocidad e imágenes durante el estrés"
"75561","Resonancia magnética cardíaca de la morfología y funcion, sin material de contraste, seguido por material de contraste y las secuencias adicionales"
"75562","Resonancia magnética cardíaca de la morfología y funcion, sin material de contraste, seguido por material de contraste y las secuencias adicionales, con cuantificacion del flujo y velocidad"
"75563","Resonancia magnética cardíaca de la morfología y funcion, sin material de contraste, seguido por material de contraste y las secuencias adicionales, imágenes durante el estrés"
"75564","Resonancia magnética cardíaca de la morfología y funcion, sin material de contraste, seguido por material de contraste y las secuencias adicionales, con cuantificacion del flujo y velocidad e imágenes durante el estrés"
"75565",Resonancia magnética de corazon para mapeo de velocidad de flujo (registrar separadamente además del código del procedimiento principal)
"75571","Tomografía computarizada de corazon, sin material de contraste, con Evaluación cuantitativa de calcio coronario"
"75572","Tomografía computarizada de corazon, con material de contraste, para Evaluación de estructura y morfología cardiaca (incluyendo postprocesamiento de imágenes 3D, Evaluación de la funcion cardiaca y Evaluación de las estructuras venosas, si se realiza)"
"75573","Tomografía computarizada de corazon, con material de contraste, para Evaluación de estructura y morfología cardiaca en presencia de cardiopatía congénita (incluyendo postprocesamiento de imágenes 3D, Evaluación de la funcion ventricular izquierda, estructura y funcion de ventrículo derecho, y Evaluación de estructuras venosas, si se realiza)"
"75574","Angiografía por tomografía computarizada de corazon e injertos de arterias coronarias (cuando están presentes), con material de contraste, incluyendo postprocesamiento de imágenes 3D (incluyendo Evaluación de estructura y morfología cardiaca, y Evaluación de estructuras venosas, si se realiza)"
"75600","Aortografía torácica, sin estudio seriado, Supervisión e interpretación radiológica"
"75605","Aortografía torácica con estudio seriado, Supervisión e interpretación radiológica"
"75625","Aortografía abdominal por estudio seriado, Supervisión e interpretación radiológica"
"75630","Aortografía abdominal más iliofemoral bilateral de extremidades inferiores mediante catéter y estudio seriado, Supervisión e interpretación radiológica"
"75574.01","Angiotomografía cardiáca, con material de contraste, para Evaluación de estructura y morfología cardiaca en presencia de cardiopatía congénita (incluyendo postprocesamiento de imágenes 3D, Evaluación de la funcion ventricular izquierda, estructura y funcion de ventrículo derecho, y Evaluación de estructuras venosas, si se realiza)"
